zone,month,zone_disruption_freq,flood_risk,fog_risk,heat_risk,aqi_base,month_risk,weather_severity,aqi_level,traffic_disruption,worker_tenure_weeks,worker_claim_ratio,risk_score,weekly_premium_inr
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.4834,0.5597,0.2146,101,0.1335,0.5136,69.54
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.4136,0.3759,0.0944,16,0.0132,0.5184,69.74
Shahdara,10,0.4,0.65,0.6,0.72,0.85,0.65,0.1543,0.4604,0.0928,19,0.2202,0.3661,63.64
Saket,5,0.25,0.35,0.5,0.65,0.7,0.75,0.3553,0.2871,0.1658,86,0.0809,0.3967,64.87
Mayur Vihar,7,0.35,0.55,0.58,0.7,0.8,0.7,0.4648,0.1058,0.1491,13,0.2208,0.4126,65.51
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.6331,0.6475,0.1233,78,0.0786,0.6023,73.09
Shahdara,4,0.4,0.65,0.6,0.72,0.85,0.25,0.4561,0.1347,0.2547,11,0.2419,0.2646,59.59
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.0238,0.5307,0.1122,100,0.2508,0.2965,60.86
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.1844,0.6502,0.0321,58,0.2505,0.4768,68.07
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.217,0.7399,0.3049,26,0.255,0.5386,70.54
Dwarka,9,0.38,0.6,0.65,0.7,0.78,0.6,0.7017,0.4134,0.1772,22,0.265,0.5994,72.98
Mayur Vihar,9,0.35,0.55,0.58,0.7,0.8,0.6,0.5965,0.2638,0.1299,60,0.1747,0.5222,69.89
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.5328,0.831,0.2162,19,0.3265,0.7461,78.84
Vasant Kunj,1,0.22,0.3,0.48,0.65,0.68,0.7,0.4437,0.5006,0.0787,56,0.2474,0.4821,68.28
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.5844,0.7724,0.0624,79,0.3044,0.6647,75.59
Janakpuri,10,0.3,0.4,0.6,0.68,0.76,0.65,0.2417,0.3818,0.025,87,0.4897,0.4369,66.48
Vasant Kunj,6,0.22,0.3,0.48,0.65,0.68,0.8,0.2216,0.2041,0.0481,102,0.229,0.3281,62.12
Shahdara,4,0.4,0.65,0.6,0.72,0.85,0.25,0.4625,0.4943,0.073,8,0.3846,0.5212,69.85
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.5569,0.3356,0.0994,89,0.3543,0.4719,67.88
Connaught Place,9,0.28,0.3,0.55,0.7,0.72,0.6,0.2806,0.571,0.1498,55,0.5313,0.4282,66.13
Connaught Place,11,0.28,0.3,0.55,0.7,0.72,0.8,0.3703,0.8429,0.0175,86,0.3638,0.5766,72.07
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.7267,0.466,0.0491,47,0.0768,0.5707,71.83
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.5823,0.3162,0.0282,52,0.3534,0.4992,68.97
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.3845,0.7581,0.2127,103,0.1362,0.592,72.68
Janakpuri,1,0.3,0.4,0.6,0.68,0.76,0.7,0.3599,0.3624,0.0432,48,0.2429,0.4678,67.71
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.7234,0.6156,0.1137,86,0.2014,0.5644,71.58
Vasant Kunj,1,0.22,0.3,0.48,0.65,0.68,0.7,0.6198,0.6157,0.0724,87,0.1311,0.5516,71.06
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.6523,0.4905,0.1497,100,0.1164,0.6752,76.01
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.2612,0.4393,0.0841,17,0.3488,0.4504,67.02
Karol Bagh,7,0.33,0.42,0.55,0.72,0.82,0.7,0.1654,0.2255,0.0764,73,0.3407,0.3813,64.25
Noida Sector 18,5,0.3,0.45,0.58,0.7,0.74,0.75,0.414,0.7055,0.1093,72,0.4563,0.5918,72.67
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.4096,0.2725,0.093,25,0.1224,0.368,63.72
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.6748,0.4619,0.1324,55,0.0121,0.5251,70.0
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.4863,0.4861,0.0395,69,0.5036,0.5768,72.07
Janakpuri,7,0.3,0.4,0.6,0.68,0.76,0.7,0.1114,0.1808,0.0351,35,0.161,0.2866,60.46
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.3421,0.6195,0.2523,87,0.4203,0.4419,66.68
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.4584,0.4453,0.151,65,0.1507,0.36,63.4
Vasant Kunj,4,0.22,0.3,0.48,0.65,0.68,0.25,0.1484,0.3875,0.1213,31,0.3298,0.2754,60.02
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.613,0.3111,0.0326,81,0.1352,0.4797,68.19
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.9312,0.5439,0.1746,61,0.2801,0.694,76.76
Gurugram Sector 29,7,0.28,0.5,0.55,0.68,0.72,0.7,0.6829,0.2837,0.1543,101,0.232,0.5408,70.63
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.4267,0.7993,0.0354,11,0.5486,0.5619,71.48
Vasant Kunj,12,0.22,0.3,0.48,0.65,0.68,0.75,0.3297,0.5883,0.0565,63,0.1821,0.597,72.88
Karol Bagh,5,0.33,0.42,0.55,0.72,0.82,0.75,0.5567,0.4519,0.2376,16,0.2719,0.5779,72.11
Vasant Kunj,11,0.22,0.3,0.48,0.65,0.68,0.8,0.0679,0.5512,0.1346,87,0.0475,0.3169,61.68
Karol Bagh,5,0.33,0.42,0.55,0.72,0.82,0.75,0.4962,0.5156,0.022,42,0.3,0.5334,70.34
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.5923,0.41,0.0505,37,0.0557,0.5606,71.42
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.635,0.3689,0.2583,54,0.0992,0.4826,68.3
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.3318,0.6041,0.0924,20,0.0634,0.3071,61.29
Janakpuri,3,0.3,0.4,0.6,0.68,0.76,0.2,0.3199,0.5363,0.0298,45,0.1438,0.3463,62.85
Karol Bagh,5,0.33,0.42,0.55,0.72,0.82,0.75,0.3774,0.2539,0.1827,60,0.2916,0.4924,68.7
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.2836,0.7872,0.0613,4,0.112,0.5085,69.34
Noida Sector 18,2,0.3,0.45,0.58,0.7,0.74,0.65,0.5268,0.5694,0.051,68,0.0637,0.5069,69.28
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.517,0.236,0.0801,84,0.1286,0.4379,66.52
Noida Sector 18,9,0.3,0.45,0.58,0.7,0.74,0.6,0.7946,0.4272,0.1651,81,0.1572,0.5807,72.23
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.5844,0.5268,0.0034,31,0.0473,0.4254,66.01
Saket,6,0.25,0.35,0.5,0.65,0.7,0.8,0.3861,0.5379,0.1858,75,0.1713,0.4475,66.9
Shahdara,1,0.4,0.65,0.6,0.72,0.85,0.7,0.6622,0.1952,0.2438,95,0.278,0.4875,68.5
Lajpat Nagar,1,0.32,0.45,0.5,0.68,0.75,0.7,0.1623,0.439,0.1133,32,0.0759,0.3351,62.41
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.5717,0.4693,0.0532,25,0.0751,0.5003,69.01
Noida Sector 18,10,0.3,0.45,0.58,0.7,0.74,0.65,0.1997,0.8534,0.0146,102,0.3989,0.5943,72.77
Gurugram Sector 29,1,0.28,0.5,0.55,0.68,0.72,0.7,0.5658,0.5361,0.0149,70,0.2901,0.5924,72.7
Shahdara,11,0.4,0.65,0.6,0.72,0.85,0.8,0.4632,0.8384,0.0081,10,0.171,0.6032,73.13
Mayur Vihar,9,0.35,0.55,0.58,0.7,0.8,0.6,0.651,0.4916,0.2809,48,0.4483,0.6306,74.22
Vasant Kunj,1,0.22,0.3,0.48,0.65,0.68,0.7,0.5809,0.1712,0.1529,96,0.1691,0.3751,64.0
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.1486,0.5124,0.1257,3,0.16,0.4353,66.41
Janakpuri,3,0.3,0.4,0.6,0.68,0.76,0.2,0.1083,0.6049,0.118,90,0.181,0.3249,62.0
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.4952,0.5829,0.0768,64,0.2644,0.6855,76.42
Mayur Vihar,7,0.35,0.55,0.58,0.7,0.8,0.7,0.6138,0.5145,0.0414,63,0.4661,0.6753,76.01
Karol Bagh,4,0.33,0.42,0.55,0.72,0.82,0.25,0.201,0.6682,0.1706,4,0.132,0.3532,63.13
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.2583,0.3853,0.0205,78,0.0849,0.2101,57.4
Karol Bagh,7,0.33,0.42,0.55,0.72,0.82,0.7,0.406,0.507,0.0167,6,0.3469,0.4723,67.89
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.4761,0.1639,0.1246,37,0.03,0.3212,61.85
Mayur Vihar,4,0.35,0.55,0.58,0.7,0.8,0.25,0.2904,0.7796,0.1191,69,0.1322,0.4468,66.87
Shahdara,2,0.4,0.65,0.6,0.72,0.85,0.65,0.1403,0.1135,0.0232,99,0.0054,0.257,59.28
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.7264,0.3886,0.076,52,0.2914,0.5721,71.88
Connaught Place,9,0.28,0.3,0.55,0.7,0.72,0.6,0.2478,0.1006,0.2169,71,0.2137,0.3225,61.9
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.4804,0.5568,0.058,92,0.1545,0.5226,69.9
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.7407,0.6759,0.132,92,0.0886,0.6123,73.49
Gurugram Sector 29,5,0.28,0.5,0.55,0.68,0.72,0.75,0.2969,0.5599,0.2288,48,0.0945,0.469,67.76
Janakpuri,11,0.3,0.4,0.6,0.68,0.76,0.8,0.1641,0.7066,0.077,89,0.0736,0.4052,65.21
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.3348,0.6211,0.002,103,0.2604,0.4181,65.72
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.3911,0.6229,0.0952,43,0.3868,0.6265,74.06
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.5119,0.3266,0.0316,3,0.088,0.4285,66.14
Vasant Kunj,10,0.22,0.3,0.48,0.65,0.68,0.65,0.3012,0.8693,0.1684,16,0.2116,0.5592,71.37
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.6844,0.4819,0.1547,96,0.4564,0.5931,72.72
Mayur Vihar,7,0.35,0.55,0.58,0.7,0.8,0.7,0.2411,0.3963,0.298,75,0.1109,0.4307,66.23
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.6877,0.7098,0.1584,23,0.0217,0.7328,78.31
Vasant Kunj,8,0.22,0.3,0.48,0.65,0.68,0.75,0.5584,0.3197,0.0595,73,0.036,0.4214,65.86
Karol Bagh,5,0.33,0.42,0.55,0.72,0.82,0.75,0.4452,0.4768,0.1155,20,0.1084,0.5198,69.79
Noida Sector 18,3,0.3,0.45,0.58,0.7,0.74,0.2,0.0143,0.7021,0.0753,92,0.4607,0.3406,62.62
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.2896,0.2847,0.1706,51,0.4027,0.3241,61.96
Noida Sector 18,2,0.3,0.45,0.58,0.7,0.74,0.65,0.1706,0.3662,0.0287,89,0.2087,0.4184,65.73
Dwarka,12,0.38,0.6,0.65,0.7,0.78,0.75,0.6723,0.9439,0.1877,68,0.1894,0.8955,84.82
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.5904,0.201,0.1589,23,0.1637,0.4018,65.07
Noida Sector 18,1,0.3,0.45,0.58,0.7,0.74,0.7,0.8569,0.4212,0.1749,65,0.233,0.6398,74.59
Shahdara,10,0.4,0.65,0.6,0.72,0.85,0.65,0.4529,0.4881,0.1719,70,0.0654,0.4377,66.51
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.2734,0.6776,0.0704,37,0.2063,0.5715,71.86
Saket,5,0.25,0.35,0.5,0.65,0.7,0.75,0.6168,0.3065,0.1241,57,0.306,0.5298,70.19
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.4442,0.1877,0.0225,64,0.1882,0.3448,62.79
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.5148,0.3759,0.1303,7,0.1726,0.4915,68.66
Noida Sector 18,11,0.3,0.45,0.58,0.7,0.74,0.8,0.4285,0.4351,0.054,47,0.2246,0.4669,67.68
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.7641,0.3663,0.0315,77,0.362,0.6633,75.53
Vasant Kunj,9,0.22,0.3,0.48,0.65,0.68,0.6,0.2715,0.1852,0.024,22,0.4898,0.4098,65.39
Shahdara,11,0.4,0.65,0.6,0.72,0.85,0.8,0.5137,0.6214,0.0363,17,0.3721,0.6188,73.75
Janakpuri,6,0.3,0.4,0.6,0.68,0.76,0.8,0.4246,0.1304,0.0452,4,0.12,0.4129,65.51
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.2292,0.5513,0.1939,73,0.0659,0.3019,61.08
Rohini,12,0.35,0.5,0.7,0.72,0.8,0.75,0.4908,0.6348,0.1317,68,0.0473,0.6868,76.47
Saket,3,0.25,0.35,0.5,0.65,0.7,0.2,0.253,0.6034,0.1198,3,0.1,0.2976,60.91
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.5374,0.6486,0.1733,63,0.6626,0.6422,74.69
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.535,0.5966,0.1227,41,0.2867,0.5394,70.58
Saket,12,0.25,0.35,0.5,0.65,0.7,0.75,0.5051,0.7513,0.0825,53,0.1012,0.6555,75.22
Mayur Vihar,2,0.35,0.55,0.58,0.7,0.8,0.65,0.5046,0.4873,0.0774,67,0.4231,0.6028,73.11
Lajpat Nagar,11,0.32,0.45,0.5,0.68,0.75,0.8,0.428,0.6463,0.1422,47,0.0909,0.5253,70.01
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.1537,0.7216,0.2178,41,0.0707,0.4388,66.55
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.412,0.8406,0.1521,53,0.0573,0.6798,76.19
Dwarka,6,0.38,0.6,0.65,0.7,0.78,0.8,0.5735,0.6767,0.1489,98,0.1513,0.6035,73.14
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.4829,0.6061,0.0495,12,0.2952,0.4472,66.89
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.2139,0.5006,0.0424,37,0.2523,0.3997,64.99
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.5017,0.6088,0.0552,71,0.1336,0.5311,70.24
Connaught Place,11,0.28,0.3,0.55,0.7,0.72,0.8,0.6545,0.8789,0.0855,50,0.146,0.659,75.36
Vasant Kunj,8,0.22,0.3,0.48,0.65,0.68,0.75,0.3299,0.5118,0.0565,90,0.3869,0.4669,67.68
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.4014,0.2962,0.0393,30,0.0367,0.413,65.52
Rohini,7,0.35,0.5,0.7,0.72,0.8,0.7,0.6019,0.362,0.0575,12,0.0396,0.5611,71.44
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.5525,0.4042,0.1468,22,0.1509,0.502,69.08
Lajpat Nagar,7,0.32,0.45,0.5,0.68,0.75,0.7,0.8081,0.4393,0.183,81,0.1373,0.5621,71.48
Janakpuri,11,0.3,0.4,0.6,0.68,0.76,0.8,0.4664,0.6344,0.093,64,0.2679,0.5764,72.06
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.6353,0.5956,0.0756,44,0.0971,0.6819,76.27
Noida Sector 18,12,0.3,0.45,0.58,0.7,0.74,0.75,0.4452,0.6677,0.0224,23,0.0729,0.6594,75.38
Karol Bagh,8,0.33,0.42,0.55,0.72,0.82,0.75,0.5017,0.6273,0.1478,82,0.137,0.5008,69.03
Saket,9,0.25,0.35,0.5,0.65,0.7,0.6,0.1159,0.444,0.0189,35,0.133,0.3371,62.48
Dwarka,4,0.38,0.6,0.65,0.7,0.78,0.25,0.3935,0.6201,0.0284,53,0.0078,0.3959,64.84
Janakpuri,1,0.3,0.4,0.6,0.68,0.76,0.7,0.4621,0.529,0.0361,85,0.0831,0.461,67.44
Rohini,5,0.35,0.5,0.7,0.72,0.8,0.75,0.7733,0.7393,0.1558,24,0.4739,0.7747,79.99
Vasant Kunj,11,0.22,0.3,0.48,0.65,0.68,0.8,0.3099,0.4372,0.032,41,0.2884,0.3695,63.78
Rohini,2,0.35,0.5,0.7,0.72,0.8,0.65,0.4251,0.2853,0.0889,43,0.2418,0.4729,67.92
Janakpuri,7,0.3,0.4,0.6,0.68,0.76,0.7,0.6435,0.3005,0.0552,10,0.1713,0.5135,69.54
Shahdara,3,0.4,0.65,0.6,0.72,0.85,0.2,0.3265,0.3006,0.1331,13,0.1249,0.2678,59.71
Connaught Place,6,0.28,0.3,0.55,0.7,0.72,0.8,0.8175,0.4633,0.0455,25,0.1556,0.6097,73.39
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.4789,0.3629,0.0086,2,0.12,0.4317,66.27
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.6258,0.2911,0.0675,45,0.3688,0.5301,70.2
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.3065,0.7137,0.1441,4,0.152,0.5541,71.16
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.7073,0.6889,0.088,65,0.1065,0.6332,74.33
Connaught Place,9,0.28,0.3,0.55,0.7,0.72,0.6,0.6399,0.2689,0.1994,100,0.3305,0.4926,68.71
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.2377,0.6055,0.0938,55,0.1447,0.3181,61.73
Janakpuri,7,0.3,0.4,0.6,0.68,0.76,0.7,0.5058,0.1809,0.0648,103,0.5015,0.4637,67.55
Lajpat Nagar,2,0.32,0.45,0.5,0.68,0.75,0.65,0.4226,0.328,0.1061,55,0.3091,0.4166,65.66
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.2946,0.5519,0.0845,5,0.0759,0.4161,65.64
Rohini,7,0.35,0.5,0.7,0.72,0.8,0.7,0.6203,0.6158,0.0302,43,0.4363,0.6477,74.91
Noida Sector 18,9,0.3,0.45,0.58,0.7,0.74,0.6,0.3673,0.3933,0.1246,20,0.1352,0.4637,67.55
Gurugram Sector 29,2,0.28,0.5,0.55,0.68,0.72,0.65,0.5587,0.1627,0.0553,51,0.2701,0.4109,65.44
Janakpuri,10,0.3,0.4,0.6,0.68,0.76,0.65,0.249,0.504,0.1146,51,0.1707,0.4439,66.75
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.2231,0.6121,0.1945,76,0.0715,0.449,66.96
Lajpat Nagar,11,0.32,0.45,0.5,0.68,0.75,0.8,0.5137,0.6215,0.1619,68,0.5411,0.5898,72.59
Rohini,7,0.35,0.5,0.7,0.72,0.8,0.7,0.4702,0.7201,0.0611,18,0.1269,0.6191,73.76
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.4818,0.362,0.3186,18,0.0856,0.5308,70.23
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.61,0.2609,0.1093,17,0.0968,0.434,66.36
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.5073,0.5584,0.0617,23,0.2721,0.5574,71.3
Dwarka,2,0.38,0.6,0.65,0.7,0.78,0.65,0.2153,0.4706,0.0924,102,0.1949,0.4562,67.25
Mayur Vihar,7,0.35,0.55,0.58,0.7,0.8,0.7,0.2698,0.5859,0.1746,54,0.3519,0.5047,69.19
Dwarka,1,0.38,0.6,0.65,0.7,0.78,0.7,0.3603,0.3773,0.2523,25,0.0105,0.4448,66.79
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.2015,0.4292,0.08,6,0.1244,0.3763,64.05
Mayur Vihar,10,0.35,0.55,0.58,0.7,0.8,0.65,0.3125,0.8319,0.0994,53,0.1923,0.5562,71.25
Karol Bagh,11,0.33,0.42,0.55,0.72,0.82,0.8,0.6077,0.6865,0.0892,56,0.2376,0.6144,73.57
Lajpat Nagar,4,0.32,0.45,0.5,0.68,0.75,0.25,0.2283,0.5461,0.166,65,0.1187,0.3338,62.35
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.3741,0.2606,0.0735,92,0.0796,0.4181,65.72
Noida Sector 18,7,0.3,0.45,0.58,0.7,0.74,0.7,0.389,0.3144,0.1763,41,0.3186,0.4156,65.63
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.5604,0.5089,0.1208,103,0.1823,0.5268,70.07
Saket,3,0.25,0.35,0.5,0.65,0.7,0.2,0.4084,0.2996,0.1961,51,0.1058,0.3005,61.02
Vasant Kunj,4,0.22,0.3,0.48,0.65,0.68,0.25,0.2495,0.5866,0.0457,57,0.039,0.2997,60.99
Noida Sector 18,5,0.3,0.45,0.58,0.7,0.74,0.75,0.5883,0.3664,0.1852,99,0.1816,0.5163,69.65
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.677,0.4773,0.1999,39,0.1086,0.5226,69.91
Saket,12,0.25,0.35,0.5,0.65,0.7,0.75,0.4683,0.6375,0.0639,5,0.3819,0.6065,73.26
Lajpat Nagar,7,0.32,0.45,0.5,0.68,0.75,0.7,0.7815,0.3435,0.0548,80,0.2858,0.5638,71.55
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.4605,0.619,0.1339,65,0.2975,0.5583,71.33
Dwarka,8,0.38,0.6,0.65,0.7,0.78,0.75,0.2385,0.407,0.0603,94,0.301,0.4783,68.13
Rohini,10,0.35,0.5,0.7,0.72,0.8,0.65,0.4075,0.6995,0.0888,95,0.1909,0.5359,70.44
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.3438,0.2784,0.001,51,0.1596,0.4685,67.74
Janakpuri,6,0.3,0.4,0.6,0.68,0.76,0.8,0.311,0.5122,0.0914,74,0.1161,0.4742,67.97
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.3368,0.6181,0.2122,88,0.1403,0.278,60.12
Mayur Vihar,11,0.35,0.55,0.58,0.7,0.8,0.8,0.4101,0.5593,0.051,80,0.3852,0.5754,72.02
Karol Bagh,11,0.33,0.42,0.55,0.72,0.82,0.8,0.8192,0.8621,0.1312,45,0.1421,0.7166,77.66
Gurugram Sector 29,3,0.28,0.5,0.55,0.68,0.72,0.2,0.0961,0.4483,0.1177,44,0.0775,0.2607,59.43
Noida Sector 18,5,0.3,0.45,0.58,0.7,0.74,0.75,0.3142,0.3759,0.0244,47,0.2445,0.4954,68.82
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.3293,0.431,0.1315,75,0.0958,0.2991,60.96
Shahdara,12,0.4,0.65,0.6,0.72,0.85,0.75,0.2788,0.9156,0.0406,61,0.1458,0.6917,76.67
Shahdara,1,0.4,0.65,0.6,0.72,0.85,0.7,0.5623,0.7239,0.2682,14,0.0652,0.6259,74.03
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.1187,0.6201,0.0384,45,0.0284,0.3354,62.42
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.4369,0.4736,0.0999,35,0.1294,0.3647,63.59
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.4156,0.3447,0.2119,27,0.5252,0.5574,71.3
Janakpuri,3,0.3,0.4,0.6,0.68,0.76,0.2,0.1875,0.3895,0.0408,95,0.1936,0.3001,61.0
Lajpat Nagar,7,0.32,0.45,0.5,0.68,0.75,0.7,0.4109,0.6617,0.2359,91,0.2906,0.5307,70.23
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.3617,0.2878,0.0854,65,0.048,0.3839,64.36
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.1373,0.9281,0.1818,100,0.1112,0.5175,69.7
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.3643,0.4749,0.0766,21,0.0859,0.4361,66.44
Noida Sector 18,2,0.3,0.45,0.58,0.7,0.74,0.65,0.2111,0.244,0.0876,57,0.4593,0.3982,64.93
Shahdara,2,0.4,0.65,0.6,0.72,0.85,0.65,0.2832,0.5924,0.0507,72,0.2345,0.5044,69.18
Gurugram Sector 29,11,0.28,0.5,0.55,0.68,0.72,0.8,0.514,0.6316,0.0844,83,0.3529,0.5953,72.81
Gurugram Sector 29,8,0.28,0.5,0.55,0.68,0.72,0.75,0.4302,0.4841,0.0517,41,0.0254,0.5019,69.07
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.7256,0.5422,0.0352,24,0.2737,0.6803,76.21
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.1475,0.9553,0.0501,43,0.0435,0.5531,71.12
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.7658,0.5931,0.1767,73,0.151,0.6069,73.27
Karol Bagh,3,0.33,0.42,0.55,0.72,0.82,0.2,0.2347,0.5109,0.2772,99,0.1221,0.3049,61.2
Saket,7,0.25,0.35,0.5,0.65,0.7,0.7,0.6707,0.6334,0.0072,33,0.0544,0.5458,70.83
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.4222,0.1638,0.128,37,0.2019,0.3895,64.58
Mayur Vihar,1,0.35,0.55,0.58,0.7,0.8,0.7,0.7593,0.3737,0.1461,18,0.4486,0.6159,73.64
Connaught Place,8,0.28,0.3,0.55,0.7,0.72,0.75,0.6263,0.2551,0.0838,39,0.1628,0.4172,65.69
Mayur Vihar,6,0.35,0.55,0.58,0.7,0.8,0.8,0.4742,0.5176,0.156,51,0.0291,0.5085,69.34
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.436,0.4859,0.109,59,0.2289,0.48,68.2
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.0575,0.4505,0.0248,4,0.14,0.2285,58.14
Noida Sector 18,6,0.3,0.45,0.58,0.7,0.74,0.8,0.6211,0.2984,0.1022,17,0.1024,0.4226,65.9
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.378,0.2431,0.0991,31,0.139,0.3892,64.57
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.3884,0.501,0.0357,52,0.1184,0.3872,64.49
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.7577,0.4015,0.1375,24,0.1897,0.5779,72.12
Rohini,5,0.35,0.5,0.7,0.72,0.8,0.75,0.5897,0.3746,0.1516,12,0.3068,0.5601,71.41
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.2755,0.2027,0.0477,52,0.4609,0.4059,65.23
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.2468,0.6638,0.0737,102,0.2794,0.4669,67.68
