trigger_type,severity,weekly_income,income_norm,claim_amount
heavy_rain,0.7904,7446.48,0.4405,500.0
extreme_heat,0.8886,5575.63,0.3019,350.69
traffic,0.338,5992.32,0.3328,180.17
heavy_rain,0.5695,5818.49,0.3199,393.7
traffic,0.4364,4075.29,0.1908,142.13
extreme_heat,0.5452,2707.67,0.0895,121.6
traffic,0.1806,5000.94,0.2593,126.74
extreme_heat,0.0613,3289.9,0.1326,80.86
extreme_heat,0.6661,3163.15,0.1232,154.52
traffic,0.3493,8444.21,0.5144,304.63
aqi,0.4112,3325.92,0.1353,87.23
extreme_heat,0.1556,9443.34,0.5884,320.3
extreme_heat,0.8517,4575.1,0.2278,275.73
traffic,0.5794,3716.09,0.1642,152.01
traffic,0.8185,1621.68,0.009,72.43
heavy_rain,0.3731,11613.55,0.7492,500.0
extreme_heat,0.3738,4011.88,0.1861,154.94
extreme_heat,0.1711,1500.0,0.0,50.0
aqi,0.789,6593.65,0.3773,268.67
extreme_heat,0.2635,3924.15,0.1796,130.34
extreme_heat,0.422,2525.86,0.076,91.36
aqi,0.4205,6409.85,0.3637,186.44
extreme_heat,0.4062,1500.0,0.0,50.0
heavy_rain,0.2944,2815.66,0.0975,123.86
heavy_rain,0.5097,3464.41,0.1455,196.79
heavy_rain,0.7264,6161.61,0.3453,477.5
heavy_rain,0.7161,12334.13,0.8025,500.0
extreme_heat,0.6962,3560.36,0.1526,177.64
traffic,0.0183,5064.3,0.264,99.02
traffic,0.6381,15000.0,1.0,500.0
heavy_rain,0.0841,4033.41,0.1877,139.77
extreme_heat,0.2547,5085.25,0.2656,174.38
heavy_rain,0.4879,2167.49,0.0494,115.09
aqi,0.5084,10716.97,0.6827,387.03
heavy_rain,0.7006,2817.24,0.0976,188.12
traffic,0.5399,4602.18,0.2298,185.8
heavy_rain,0.4671,4537.44,0.225,256.41
traffic,0.7654,4199.28,0.1999,196.12
extreme_heat,0.6421,3238.43,0.1288,160.02
traffic,0.4582,4539.91,0.2252,163.52
heavy_rain,0.2419,9688.3,0.6065,498.12
aqi,0.9007,12587.59,0.8213,500.0
extreme_heat,0.1189,3686.48,0.162,88.21
traffic,0.8419,3213.99,0.127,147.42
traffic,0.39,2685.49,0.0878,86.48
aqi,0.4637,15000.0,1.0,500.0
heavy_rain,0.3878,4291.61,0.2068,219.53
heavy_rain,0.5138,7027.04,0.4094,455.39
heavy_rain,0.3137,5700.62,0.3112,281.97
heavy_rain,0.4279,12139.27,0.7881,500.0
extreme_heat,0.5295,3555.14,0.1522,162.07
aqi,0.5901,2313.38,0.0603,69.72
aqi,0.2949,10195.75,0.6441,291.01
extreme_heat,0.7103,6321.13,0.3571,353.73
traffic,0.6743,5055.04,0.2633,224.31
aqi,0.3927,8669.76,0.5311,267.95
aqi,0.3979,5201.31,0.2742,146.49
heavy_rain,0.6258,8821.53,0.5423,500.0
extreme_heat,0.5742,4551.88,0.2261,214.75
traffic,0.365,6316.84,0.3568,219.22
heavy_rain,0.0619,5235.38,0.2767,176.46
extreme_heat,0.4536,3419.87,0.1422,142.69
aqi,0.3331,3631.15,0.1579,93.6
aqi,0.6055,3306.25,0.1338,100.02
aqi,0.7313,4595.09,0.2293,158.9
traffic,0.8491,3203.82,0.1262,162.41
heavy_rain,0.1873,5003.78,0.2595,209.67
heavy_rain,0.4664,4919.44,0.2533,285.12
extreme_heat,0.2099,4458.54,0.2192,139.67
extreme_heat,0.3802,4497.42,0.222,165.44
extreme_heat,0.8922,3031.83,0.1135,179.46
traffic,0.7765,3494.73,0.1478,157.03
extreme_heat,0.094,1745.32,0.0182,50.0
traffic,0.7694,3789.79,0.1696,174.11
heavy_rain,0.4176,2457.98,0.071,107.67
heavy_rain,0.6654,4229.87,0.2022,291.94
heavy_rain,0.5762,2815.11,0.0974,170.39
heavy_rain,0.2285,1500.0,0.0,59.9
aqi,0.7312,12409.55,0.8081,500.0
extreme_heat,0.6267,3584.18,0.1544,174.24
heavy_rain,0.5182,8296.0,0.5034,500.0
traffic,0.4325,3091.79,0.1179,103.14
extreme_heat,0.3574,9405.58,0.5856,419.4
heavy_rain,0.5881,2262.33,0.0565,136.41
heavy_rain,0.2118,4394.09,0.2144,193.93
heavy_rain,0.3558,2330.54,0.0615,106.01
traffic,0.4919,14770.27,0.983,500.0
heavy_rain,0.3106,3552.37,0.152,173.72
heavy_rain,0.3463,6088.92,0.3399,320.75
heavy_rain,0.6173,5040.64,0.2623,344.42
extreme_heat,0.4394,3972.86,0.1832,163.63
heavy_rain,0.5405,5212.73,0.275,327.9
traffic,0.6995,7939.35,0.477,398.08
heavy_rain,0.3641,5620.09,0.3052,301.13
traffic,0.1364,4364.36,0.2122,94.73
extreme_heat,0.6645,5216.91,0.2753,277.33
extreme_heat,0.239,10483.1,0.6654,408.0
heavy_rain,0.572,3266.89,0.1309,205.35
traffic,0.5683,1592.49,0.0069,65.67
aqi,0.8055,2325.64,0.0612,92.81
heavy_rain,0.6272,2413.75,0.0677,151.8
heavy_rain,0.4586,2589.86,0.0807,135.44
aqi,0.402,2634.76,0.0841,67.65
extreme_heat,0.5744,3976.67,0.1835,181.88
heavy_rain,0.8063,4553.76,0.2262,364.86
heavy_rain,0.8007,4529.36,0.2244,355.43
traffic,0.9561,2792.97,0.0958,143.58
traffic,0.6053,6614.04,0.3788,294.82
extreme_heat,0.1959,5256.54,0.2783,164.21
aqi,0.3692,8871.99,0.5461,256.24
extreme_heat,0.6305,6144.92,0.3441,314.6
heavy_rain,0.5959,3378.66,0.1392,211.63
extreme_heat,0.1431,7729.07,0.4614,243.65
extreme_heat,0.8198,4613.74,0.2306,274.25
heavy_rain,0.468,5996.85,0.3331,361.21
heavy_rain,0.4557,5768.77,0.3162,342.89
extreme_heat,0.6535,3781.36,0.169,193.27
traffic,0.5222,4237.1,0.2027,151.7
heavy_rain,0.4901,3768.05,0.168,220.03
extreme_heat,0.1879,2626.81,0.0835,73.27
traffic,0.6663,1500.0,0.0,60.9
traffic,0.4194,2844.37,0.0996,96.63
traffic,0.5276,4445.21,0.2182,174.01
traffic,0.4273,6924.3,0.4018,257.66
traffic,0.2811,5990.89,0.3327,182.83
heavy_rain,0.4445,3498.86,0.1481,193.75
extreme_heat,0.8524,2863.82,0.101,155.24
traffic,0.6437,3677.77,0.1613,146.76
heavy_rain,0.5852,2471.29,0.0719,146.78
heavy_rain,0.651,1500.0,0.0,85.42
heavy_rain,0.3986,1858.32,0.0265,88.88
extreme_heat,0.7941,8001.39,0.4816,500.0
extreme_heat,0.6839,10184.71,0.6433,500.0
heavy_rain,0.1187,5866.25,0.3234,224.57
traffic,0.9374,3908.56,0.1784,209.33
aqi,0.5128,2005.22,0.0374,58.03
heavy_rain,0.1855,3712.4,0.1639,146.5
aqi,0.0435,5463.91,0.2936,89.15
heavy_rain,0.2355,6093.27,0.3402,279.45
aqi,0.5536,5678.29,0.3095,184.08
aqi,0.3816,7367.13,0.4346,223.42
heavy_rain,0.935,10630.43,0.6763,500.0
traffic,0.7677,3286.21,0.1323,143.42
aqi,0.5475,15000.0,1.0,500.0
aqi,0.4204,1500.0,0.0,50.0
aqi,0.1474,2726.69,0.0909,50.36
extreme_heat,0.5813,4447.07,0.2183,210.48
heavy_rain,0.5368,5294.97,0.2811,338.42
traffic,0.5317,3674.54,0.1611,138.39
traffic,0.7698,3140.44,0.1215,145.69
traffic,0.2725,12104.02,0.7855,440.1
extreme_heat,0.2968,3066.34,0.116,92.75
extreme_heat,0.0707,2417.07,0.0679,60.48
heavy_rain,0.621,9371.35,0.5831,500.0
traffic,0.5063,6152.27,0.3446,243.17
heavy_rain,0.7647,6955.99,0.4041,500.0
traffic,0.824,4437.9,0.2176,217.03
traffic,0.4466,2022.33,0.0387,59.02
extreme_heat,0.6992,4197.77,0.1998,226.64
extreme_heat,0.3155,1887.78,0.0287,56.01
heavy_rain,0.6572,4542.14,0.2253,315.68
aqi,0.107,5578.65,0.3021,96.78
traffic,0.8941,6889.2,0.3992,383.95
extreme_heat,0.9544,3842.22,0.1735,251.94
heavy_rain,0.4863,5849.11,0.3222,369.04
heavy_rain,0.5067,2560.81,0.0786,134.8
extreme_heat,0.2283,6524.47,0.3722,221.91
aqi,0.6369,5638.02,0.3065,194.51
traffic,0.6178,2696.93,0.0887,116.22
heavy_rain,0.4493,5245.79,0.2775,302.08
aqi,0.7418,6938.64,0.4029,281.43
extreme_heat,0.8502,4185.26,0.1989,250.02
aqi,0.5106,2667.09,0.0865,68.98
heavy_rain,0.4894,4397.88,0.2147,247.68
traffic,0.8879,5304.05,0.2818,276.89
aqi,0.1418,2657.1,0.0857,59.01
heavy_rain,0.6523,2431.29,0.069,155.86
traffic,0.7062,5222.92,0.2758,244.22
aqi,0.7001,6073.31,0.3388,220.18
heavy_rain,0.4887,11788.49,0.7621,500.0
heavy_rain,0.6118,5613.13,0.3047,387.42
traffic,0.311,2198.34,0.0517,55.51
heavy_rain,0.6421,11157.77,0.7154,500.0
heavy_rain,0.5804,6819.17,0.394,465.92
extreme_heat,0.5151,1500.0,0.0,65.04
traffic,0.4553,2403.92,0.067,81.11
heavy_rain,0.5868,3147.05,0.122,196.96
heavy_rain,0.9068,6118.36,0.3421,500.0
traffic,0.8837,1500.0,0.0,68.05
extreme_heat,0.8969,3791.22,0.1697,234.83
traffic,0.4508,5946.3,0.3294,216.54
extreme_heat,0.5282,1500.0,0.0,64.82
aqi,0.2062,5845.22,0.3219,117.94
traffic,0.2532,6207.24,0.3487,179.28
heavy_rain,0.5076,2635.09,0.0841,159.14
aqi,0.708,2260.53,0.0563,77.92
extreme_heat,0.311,2614.57,0.0826,91.37
heavy_rain,0.3936,1500.0,0.0,67.37
heavy_rain,0.5954,3418.32,0.1421,208.42
traffic,0.4251,4490.85,0.2215,152.51
heavy_rain,0.2782,2187.1,0.0509,92.75
heavy_rain,0.7237,6542.17,0.3735,500.0
heavy_rain,0.5026,4235.61,0.2026,254.53
extreme_heat,0.5332,4582.54,0.2283,211.55
extreme_heat,0.7232,3291.18,0.1327,172.04
extreme_heat,0.3274,5834.37,0.3211,227.89
heavy_rain,0.4986,7671.6,0.4572,495.39
heavy_rain,0.4941,3282.11,0.132,175.9
traffic,0.804,5887.08,0.325,301.18
extreme_heat,0.2318,5919.54,0.3274,201.99
traffic,0.6851,4958.88,0.2562,214.42
heavy_rain,0.3605,9307.05,0.5783,500.0
heavy_rain,0.9015,2798.27,0.0962,223.7
heavy_rain,0.2824,3259.16,0.1303,142.25
extreme_heat,0.5652,2728.54,0.091,123.55
extreme_heat,0.1732,5782.03,0.3172,179.08
traffic,0.862,3511.35,0.149,171.13
extreme_heat,0.1544,2841.61,0.0994,75.12
extreme_heat,0.8315,9242.56,0.5735,500.0
extreme_heat,0.376,9944.28,0.6255,460.33
heavy_rain,0.5854,3414.05,0.1418,210.27
extreme_heat,0.3549,2031.03,0.0393,69.15
heavy_rain,0.1334,10216.49,0.6457,459.58
extreme_heat,0.3405,5091.69,0.2661,197.33
heavy_rain,0.4966,4965.96,0.2567,292.14
traffic,0.1331,4240.77,0.203,98.44
aqi,0.7554,2696.85,0.0887,91.66
heavy_rain,0.8429,3272.66,0.1313,249.85
traffic,0.8319,5646.89,0.3072,296.37
traffic,0.1198,3217.05,0.1272,72.49
heavy_rain,0.4538,4996.49,0.259,297.89
traffic,0.5244,4050.85,0.189,152.49
traffic,0.5763,2372.16,0.0646,87.02
aqi,0.5637,9050.41,0.5593,328.41
aqi,0.1562,5415.48,0.29,109.22
heavy_rain,0.4256,4747.26,0.2405,264.16
extreme_heat,0.2447,5310.87,0.2823,175.56
extreme_heat,0.6112,1641.81,0.0105,72.2
heavy_rain,0.2693,3144.5,0.1218,133.25
heavy_rain,0.4376,1874.97,0.0278,100.21
aqi,0.183,4282.72,0.2061,76.42
heavy_rain,0.1556,4736.04,0.2397,186.24
extreme_heat,0.8185,4318.53,0.2088,243.95
traffic,0.3806,7253.9,0.4262,260.46
heavy_rain,0.6189,1903.26,0.0299,113.28
extreme_heat,0.4541,2698.29,0.0888,98.47
aqi,0.6611,4950.15,0.2556,177.56
extreme_heat,0.4404,4591.53,0.229,179.91
heavy_rain,0.4679,2084.5,0.0433,109.78
heavy_rain,0.7947,7319.26,0.4311,500.0
aqi,0.7593,8704.64,0.5337,377.19
heavy_rain,0.6054,4978.05,0.2576,323.23
extreme_heat,0.3544,1892.14,0.029,63.02
heavy_rain,0.5894,4358.41,0.2117,285.44
extreme_heat,0.2339,4770.33,0.2422,162.75
aqi,0.7496,3512.48,0.1491,132.18
extreme_heat,0.876,7892.14,0.4735,500.0
aqi,0.4471,3797.24,0.1702,101.52
heavy_rain,0.9221,11524.97,0.7426,500.0
extreme_heat,0.4739,5952.45,0.3298,268.38
aqi,0.5743,4619.49,0.2311,137.76
extreme_heat,0.3533,6375.47,0.3611,256.46
heavy_rain,0.9428,8651.11,0.5297,500.0
aqi,0.2046,6307.7,0.3561,137.02
extreme_heat,0.5488,3874.15,0.1759,169.48
extreme_heat,0.3107,2892.97,0.1032,100.85
aqi,0.5855,2296.05,0.059,64.53
heavy_rain,0.3518,1500.0,0.0,59.22
heavy_rain,0.3235,4390.14,0.2141,217.78
heavy_rain,0.3012,3314.84,0.1344,148.14
extreme_heat,0.4158,3404.78,0.1411,131.36
heavy_rain,0.3588,6730.66,0.3875,363.1
traffic,0.7643,3804.59,0.1707,179.77
heavy_rain,0.5028,10379.12,0.6577,500.0
traffic,0.5865,3021.32,0.1127,112.52
heavy_rain,0.7738,2476.31,0.0723,164.75
extreme_heat,0.7658,2145.62,0.0478,123.79
heavy_rain,0.2704,5775.47,0.3167,284.77
traffic,0.4484,7156.26,0.419,280.84
extreme_heat,0.1161,2989.32,0.1103,74.21
extreme_heat,0.8459,2363.76,0.064,128.82
aqi,0.25,8648.47,0.5295,220.77
extreme_heat,0.9027,1948.47,0.0332,106.67
heavy_rain,0.4893,6668.23,0.3828,414.24
aqi,0.8197,3024.52,0.1129,119.74
heavy_rain,0.5013,4907.64,0.2524,294.87
heavy_rain,0.2747,6894.37,0.3996,336.15
extreme_heat,0.5643,5105.78,0.2671,251.15
heavy_rain,0.6796,3471.6,0.146,231.49
heavy_rain,0.3563,8087.29,0.4879,449.55
traffic,0.9013,4649.67,0.2333,236.85
heavy_rain,0.7023,15000.0,1.0,500.0
traffic,0.8118,1715.44,0.016,76.71
aqi,0.8168,1702.81,0.015,61.1
traffic,0.8473,6615.23,0.3789,359.52
traffic,0.231,3960.5,0.1823,104.11
traffic,0.228,5980.77,0.3319,166.88
aqi,0.7409,2323.45,0.061,85.45
heavy_rain,0.4078,4134.27,0.1951,224.58
heavy_rain,0.2026,5057.66,0.2635,213.43
extreme_heat,0.5668,3066.05,0.116,139.88
extreme_heat,0.3301,4518.41,0.2236,164.43
heavy_rain,0.3758,2037.01,0.0398,91.23
traffic,0.2396,4902.06,0.252,147.08
heavy_rain,0.5439,8289.33,0.5029,500.0
aqi,0.9312,2167.24,0.0494,86.23
heavy_rain,0.4189,2102.8,0.0447,97.77
heavy_rain,0.6273,7295.12,0.4293,500.0
heavy_rain,0.3738,2084.28,0.0433,93.21
heavy_rain,0.6779,6126.02,0.3427,459.17
heavy_rain,0.0821,4136.79,0.1953,149.95
heavy_rain,0.3021,3265.24,0.1308,151.64
heavy_rain,0.7146,8377.14,0.5094,500.0
heavy_rain,0.8299,6400.13,0.363,500.0
extreme_heat,0.5248,4627.9,0.2317,211.45
extreme_heat,0.3294,1500.0,0.0,51.81
heavy_rain,0.4656,5745.24,0.3145,342.83
heavy_rain,0.2423,2355.65,0.0634,101.12
heavy_rain,0.9027,3602.23,0.1557,285.88
heavy_rain,0.3713,4038.66,0.188,212.97
heavy_rain,0.484,10390.41,0.6585,500.0
traffic,0.6122,3545.3,0.1515,137.66
aqi,0.4412,1975.57,0.0352,52.27
aqi,0.2599,8390.22,0.5104,215.55
extreme_heat,0.6109,5784.09,0.3173,289.11
extreme_heat,0.4026,5892.81,0.3254,244.96
heavy_rain,0.8402,8469.35,0.5162,500.0
traffic,0.4945,9524.33,0.5944,406.17
traffic,0.6612,2576.36,0.0797,100.53
traffic,0.4585,2007.22,0.0376,66.82
aqi,0.3925,6131.74,0.3431,167.03
extreme_heat,0.6229,3528.99,0.1503,167.66
traffic,0.3394,3692.69,0.1624,118.23
traffic,0.677,2296.55,0.059,103.08
heavy_rain,0.4347,5388.1,0.288,302.67
aqi,0.4722,4920.01,0.2533,148.81
heavy_rain,0.4223,3722.87,0.1647,200.14
aqi,0.5358,2009.88,0.0378,50.0
traffic,0.5898,7365.59,0.4345,321.74
heavy_rain,0.7083,4572.67,0.2276,313.06
traffic,0.2306,7036.89,0.4101,208.15
heavy_rain,0.1345,1500.0,0.0,50.0
traffic,0.6824,4139.84,0.1955,179.79
traffic,0.2656,2811.72,0.0972,88.09
traffic,0.7764,4097.26,0.1924,199.06
aqi,0.3199,6448.52,0.3666,162.99
heavy_rain,0.4201,4841.47,0.2475,261.95
heavy_rain,0.4954,4060.5,0.1897,242.47
extreme_heat,0.1609,4049.67,0.1889,112.14
heavy_rain,0.5029,1844.78,0.0255,104.89
extreme_heat,0.8101,2557.32,0.0783,152.94
heavy_rain,0.1771,7049.02,0.411,310.23
extreme_heat,0.3315,3125.13,0.1204,116.12
extreme_heat,0.3854,7116.77,0.4161,309.82
aqi,0.2389,6082.59,0.3395,137.4
heavy_rain,0.2581,6245.41,0.3515,298.36
aqi,0.3271,4752.65,0.2409,112.67
extreme_heat,0.7507,3235.68,0.1286,178.74
heavy_rain,0.352,3730.97,0.1653,178.12
extreme_heat,0.2979,5542.46,0.2994,206.87
extreme_heat,0.3406,1500.0,0.0,56.1
heavy_rain,0.9108,7494.23,0.444,500.0
extreme_heat,0.6498,3133.61,0.121,149.24
heavy_rain,0.5959,3853.97,0.1744,244.04
extreme_heat,0.8045,3870.62,0.1756,215.24
extreme_heat,0.3911,3944.52,0.1811,154.11
extreme_heat,0.4617,2086.37,0.0434,77.42
traffic,0.0831,4341.01,0.2104,89.03
heavy_rain,0.608,5416.38,0.2901,369.25
aqi,0.4723,1500.0,0.0,50.0
traffic,0.616,2099.82,0.0444,78.38
aqi,0.2035,6297.66,0.3554,130.91
traffic,0.8566,5738.19,0.3139,306.06
heavy_rain,0.851,4672.13,0.235,373.94
extreme_heat,0.3246,2861.0,0.1008,109.43
heavy_rain,0.1706,5754.9,0.3152,237.62
traffic,0.3803,2205.15,0.0522,67.07
extreme_heat,0.8406,3756.83,0.1672,216.14
heavy_rain,0.7663,2093.84,0.044,145.73
aqi,0.8308,3710.79,0.1638,159.86
heavy_rain,0.7859,2403.8,0.0669,168.63
extreme_heat,0.2045,5871.73,0.3238,198.63
traffic,0.184,4996.99,0.259,129.14
heavy_rain,0.2758,3025.14,0.113,138.11
extreme_heat,0.7168,6940.64,0.403,396.24
traffic,0.7034,2494.5,0.0737,113.47
heavy_rain,0.6087,3953.5,0.1817,256.72
extreme_heat,0.5014,2958.95,0.1081,123.59
heavy_rain,0.1307,5832.41,0.3209,232.17
traffic,0.3389,5550.93,0.3001,179.23
heavy_rain,0.5839,7715.44,0.4604,500.0
aqi,0.3098,4194.34,0.1996,87.5
aqi,0.3324,1500.0,0.0,50.0
heavy_rain,0.6033,3244.01,0.1292,202.1
heavy_rain,0.5866,8801.08,0.5408,500.0
extreme_heat,0.6012,3420.37,0.1422,158.7
traffic,0.5473,1542.61,0.0032,61.26
extreme_heat,0.5048,5037.5,0.262,226.55
heavy_rain,0.8604,5229.28,0.2762,435.05
heavy_rain,0.3134,2797.27,0.0961,125.51
aqi,0.5082,3556.83,0.1524,96.64
extreme_heat,0.2818,2634.25,0.084,90.35
aqi,0.1128,5225.39,0.276,102.68
extreme_heat,0.4285,4139.37,0.1955,165.36
aqi,0.9863,2246.46,0.0553,91.31
heavy_rain,0.4666,4004.72,0.1855,226.1
heavy_rain,0.3934,2789.14,0.0955,141.46
aqi,0.3068,8354.29,0.5077,235.23
aqi,0.8584,6290.83,0.3549,266.69
heavy_rain,0.3554,3785.22,0.1693,185.64
extreme_heat,0.5549,4190.32,0.1993,193.55
extreme_heat,0.4621,6680.1,0.3837,301.69
extreme_heat,0.4641,3689.31,0.1622,145.19
heavy_rain,0.77,5879.32,0.3244,463.47
aqi,0.8713,8422.76,0.5128,389.61
heavy_rain,0.7359,3148.11,0.1221,220.18
traffic,0.2125,9164.32,0.5677,279.12
heavy_rain,0.4827,7923.26,0.4758,500.0
heavy_rain,0.5506,4556.36,0.2264,285.45
traffic,0.4659,3222.92,0.1276,111.24
heavy_rain,0.5902,4528.09,0.2243,295.19
traffic,0.5592,3560.83,0.1527,136.94
heavy_rain,0.3001,2707.05,0.0894,122.65
aqi,0.3839,5250.81,0.2778,147.55
traffic,0.4013,2412.06,0.0676,77.77
aqi,0.4145,3397.25,0.1405,91.07
heavy_rain,0.3332,3419.67,0.1422,154.06
heavy_rain,0.7102,2033.21,0.0395,139.09
extreme_heat,0.1689,5592.8,0.3032,170.84
extreme_heat,0.8561,3589.73,0.1548,210.18
heavy_rain,0.2267,7703.44,0.4595,360.81
heavy_rain,0.5868,3560.56,0.1526,232.59
extreme_heat,0.5006,3283.62,0.1321,127.74
heavy_rain,0.7895,2559.79,0.0785,190.39
extreme_heat,0.5781,4103.17,0.1928,196.12
heavy_rain,0.5836,4114.77,0.1937,251.32
heavy_rain,0.42,5830.65,0.3208,342.16
traffic,0.3267,4160.99,0.1971,128.54
extreme_heat,0.6666,11463.91,0.7381,500.0
heavy_rain,0.829,5054.88,0.2633,403.35
extreme_heat,0.7866,2456.72,0.0709,133.58
traffic,0.4226,2354.92,0.0633,83.28
extreme_heat,0.8642,5257.44,0.2783,324.76
extreme_heat,0.6818,2418.34,0.068,104.97
aqi,0.3745,5417.68,0.2902,151.97
extreme_heat,0.6745,6296.94,0.3553,350.88
aqi,0.18,6373.29,0.361,125.27
traffic,0.858,2605.57,0.0819,124.49
heavy_rain,0.9364,6378.8,0.3614,500.0
extreme_heat,0.9024,4728.18,0.2391,295.32
traffic,0.4407,2969.25,0.1088,94.04
aqi,0.2253,3715.61,0.1641,74.71
extreme_heat,0.2182,5093.09,0.2662,164.15
heavy_rain,0.5328,2874.33,0.1018,168.15
extreme_heat,0.6447,4679.42,0.2355,243.44
heavy_rain,0.4137,8289.96,0.503,494.81
traffic,0.4111,6516.08,0.3716,235.94
extreme_heat,0.4004,4192.25,0.1994,168.48
traffic,0.4782,4523.64,0.224,164.87
aqi,0.6045,3074.72,0.1166,93.82
traffic,0.2472,3118.33,0.1199,89.43
traffic,0.6044,1865.72,0.0271,76.33
traffic,0.7054,4562.18,0.2268,202.26
traffic,0.7278,5660.4,0.3082,266.94
aqi,0.3247,3883.83,0.1766,96.81
heavy_rain,0.7026,2594.99,0.0811,179.6
extreme_heat,0.6687,4159.14,0.197,209.49
heavy_rain,0.4838,7870.54,0.4719,500.0
aqi,0.4945,6304.32,0.3559,198.32
traffic,0.6956,3965.01,0.1826,166.82
extreme_heat,0.751,11200.52,0.7186,500.0
heavy_rain,0.0533,15000.0,1.0,500.0
heavy_rain,0.6289,3165.06,0.1233,204.39
traffic,0.5582,3558.37,0.1525,142.85
heavy_rain,0.6622,5691.14,0.3105,403.99
heavy_rain,0.7115,2549.14,0.0777,170.49
aqi,0.1785,6152.21,0.3446,131.27
traffic,0.0805,4233.29,0.2025,86.96
heavy_rain,0.0664,4845.57,0.2478,160.87
heavy_rain,0.1491,3017.79,0.1124,112.01
aqi,0.8784,2713.92,0.0899,98.25
traffic,0.6742,1500.0,0.0,54.87
traffic,0.7143,8453.96,0.5151,429.31
heavy_rain,0.5918,6442.83,0.3661,445.45
heavy_rain,0.4703,5634.59,0.3063,328.65
heavy_rain,0.5337,4789.41,0.2437,295.57
traffic,0.6932,1500.0,0.0,53.21
heavy_rain,0.2421,2764.04,0.0936,111.1
heavy_rain,0.3746,3540.27,0.1511,181.56
traffic,0.3016,2343.33,0.0625,64.2
aqi,0.5376,1725.44,0.0167,56.48
traffic,0.2653,2468.38,0.0717,64.87
extreme_heat,0.7878,4123.97,0.1944,237.92
extreme_heat,0.3482,4124.5,0.1944,157.51
extreme_heat,0.6216,6334.47,0.3581,335.02
heavy_rain,0.6622,11289.07,0.7251,500.0
extreme_heat,0.4937,5669.64,0.3089,259.62
extreme_heat,0.5326,3685.73,0.1619,161.89
extreme_heat,0.7933,9898.74,0.6221,500.0
aqi,0.3148,1824.45,0.024,50.0
aqi,0.4142,1500.0,0.0,50.0
heavy_rain,0.6933,2582.82,0.0802,166.6
extreme_heat,0.5699,6039.6,0.3363,296.86
heavy_rain,0.7176,4377.71,0.2132,313.32
extreme_heat,0.2522,2288.93,0.0584,67.04
heavy_rain,0.2447,2797.42,0.0961,112.94
heavy_rain,0.6373,2163.01,0.0491,135.1
traffic,0.3298,2162.99,0.0491,59.07
extreme_heat,0.3677,8738.81,0.5362,384.67
aqi,0.7723,3745.4,0.1663,132.06
heavy_rain,0.4053,9747.74,0.6109,500.0
heavy_rain,0.6584,2578.58,0.0799,175.87
extreme_heat,0.1757,5143.88,0.2699,154.31
heavy_rain,0.3486,4507.7,0.2228,216.21
heavy_rain,0.8978,6246.9,0.3516,500.0
aqi,0.8794,4570.03,0.2274,183.68
heavy_rain,0.2708,6584.95,0.3767,322.9
heavy_rain,0.1726,5308.68,0.2821,216.85
extreme_heat,0.6612,2331.73,0.0616,114.39
extreme_heat,0.1538,5804.32,0.3188,175.5
extreme_heat,0.3537,3821.7,0.172,140.59
extreme_heat,0.7104,2728.86,0.091,143.88
traffic,0.8339,5692.98,0.3106,281.35
heavy_rain,0.4737,6379.08,0.3614,384.5
extreme_heat,0.7611,3159.65,0.1229,165.05
traffic,0.8185,3376.91,0.139,150.27
aqi,0.1291,2011.11,0.0379,50.0
extreme_heat,0.9562,1632.12,0.0098,92.64
extreme_heat,0.6487,3564.74,0.1529,181.19
heavy_rain,0.2669,5979.11,0.3318,284.69
heavy_rain,0.5402,3021.07,0.1127,175.98
heavy_rain,0.7462,8216.48,0.4975,500.0
traffic,0.2649,3631.72,0.1579,94.64
heavy_rain,0.3756,3639.11,0.1585,187.85
traffic,0.2511,3482.32,0.1468,99.64
heavy_rain,0.7222,6573.46,0.3758,500.0
aqi,0.4503,2491.26,0.0734,73.55
traffic,0.3307,3772.6,0.1683,109.9
heavy_rain,0.6822,3060.44,0.1156,200.36
heavy_rain,0.4517,3038.79,0.114,165.4
heavy_rain,0.2324,4095.23,0.1922,178.15
aqi,0.7883,3802.21,0.1705,141.41
heavy_rain,0.7099,6807.88,0.3932,500.0
extreme_heat,0.8016,4002.25,0.1854,233.55
extreme_heat,0.8832,5310.83,0.2823,332.2
traffic,0.2873,4386.9,0.2138,127.09
extreme_heat,0.5704,8118.33,0.4902,441.25
extreme_heat,0.3482,3459.25,0.1451,119.2
aqi,0.2936,3464.12,0.1455,76.35
heavy_rain,0.2555,5840.19,0.3215,278.29
traffic,0.5454,3435.78,0.1434,130.95
heavy_rain,0.6006,5162.6,0.2713,348.61
extreme_heat,0.6318,12951.37,0.8482,500.0
aqi,0.6704,2466.42,0.0716,81.34
traffic,0.7774,8654.5,0.53,464.73
traffic,0.2062,3146.03,0.1219,89.93
heavy_rain,0.9139,7854.48,0.4707,500.0
extreme_heat,0.2984,5670.45,0.3089,208.96
extreme_heat,0.6402,5432.55,0.2913,285.29
extreme_heat,0.4699,3731.32,0.1653,156.99
extreme_heat,0.0817,3550.16,0.1519,92.37
heavy_rain,0.8229,2804.54,0.0966,203.16
heavy_rain,0.784,4036.52,0.1879,309.22
heavy_rain,0.5065,3670.36,0.1608,206.23
extreme_heat,0.8906,4427.14,0.2168,273.98
heavy_rain,0.4779,1987.58,0.0361,101.42
