zone,work_type,disruption_freq,flood_risk,heat_risk,weekly_income,income_norm,tenure_weeks,claim_ratio,premium_score,weekly_premium
Connaught Place,0,0.28,0.3,0.7,3057.7,0.1154,1,0.0,0.172,39.32
Noida Sector 18,0,0.3,0.45,0.7,2075.22,0.0426,62,0.2385,0.2017,41.1
Rohini,1,0.35,0.5,0.72,4560.21,0.2267,102,0.1814,0.2226,42.36
Rohini,1,0.35,0.5,0.72,6891.8,0.3994,4,0.0,0.2753,45.52
Dwarka,0,0.38,0.6,0.7,4819.97,0.2459,44,0.1547,0.3699,51.19
Rohini,1,0.35,0.5,0.72,3833.34,0.1728,69,0.1442,0.2132,41.79
Janakpuri,0,0.3,0.4,0.68,1950.43,0.0334,45,0.0263,0.168,39.08
Vasant Kunj,0,0.22,0.3,0.65,3908.13,0.1784,68,0.179,0.2605,44.63
Noida Sector 18,1,0.3,0.45,0.7,7454.53,0.4411,75,0.2249,0.2997,46.98
Gurugram Sector 29,0,0.28,0.5,0.68,2171.0,0.0497,101,0.5515,0.2204,42.22
Janakpuri,0,0.3,0.4,0.68,3560.39,0.1526,63,0.1965,0.2234,42.41
Connaught Place,1,0.28,0.3,0.7,3315.15,0.1345,74,0.2628,0.1709,39.26
Lajpat Nagar,1,0.32,0.45,0.68,2838.83,0.0992,32,0.1365,0.1469,37.82
Dwarka,1,0.38,0.6,0.7,4554.91,0.2263,16,0.2541,0.2371,43.22
Rohini,0,0.35,0.5,0.72,5022.35,0.2609,11,0.0125,0.3051,47.31
Karol Bagh,1,0.33,0.42,0.72,4996.1,0.259,12,0.6833,0.2891,46.35
Karol Bagh,0,0.33,0.42,0.72,2469.07,0.0718,87,0.1233,0.2391,43.34
Karol Bagh,0,0.33,0.42,0.72,1766.95,0.0198,5,0.2222,0.2103,41.62
Noida Sector 18,0,0.3,0.45,0.7,4587.98,0.2287,51,0.471,0.3239,48.43
Shahdara,1,0.4,0.65,0.72,3124.53,0.1203,64,0.25,0.2154,41.93
Noida Sector 18,1,0.3,0.45,0.7,10088.55,0.6362,70,0.0571,0.3706,51.23
Saket,1,0.25,0.35,0.65,10324.29,0.6537,7,0.2134,0.3891,52.35
Gurugram Sector 29,1,0.28,0.5,0.68,10887.22,0.6953,90,0.1204,0.3957,52.74
Mayur Vihar,0,0.35,0.55,0.7,2514.79,0.0752,46,0.2038,0.2362,43.17
Mayur Vihar,0,0.35,0.55,0.7,5349.11,0.2851,2,0.0,0.3269,48.61
Noida Sector 18,0,0.3,0.45,0.7,6219.7,0.3496,14,0.1952,0.3515,50.09
Connaught Place,0,0.28,0.3,0.7,5879.21,0.3244,90,0.2164,0.3308,48.85
Gurugram Sector 29,0,0.28,0.5,0.68,3370.45,0.1386,99,0.2008,0.2391,43.35
Saket,1,0.25,0.35,0.65,7628.01,0.4539,79,0.2123,0.2935,46.61
Gurugram Sector 29,1,0.28,0.5,0.68,4024.83,0.187,35,0.2642,0.2222,42.33
Shahdara,1,0.4,0.65,0.72,4290.05,0.2067,99,0.148,0.2539,44.23
Karol Bagh,0,0.33,0.42,0.72,1865.12,0.027,29,0.0555,0.1623,38.74
Saket,0,0.25,0.35,0.65,5554.6,0.3003,25,0.1164,0.2938,46.63
Vasant Kunj,0,0.22,0.3,0.65,3532.62,0.1506,80,0.0618,0.1924,40.55
Karol Bagh,0,0.33,0.42,0.72,5076.56,0.2649,34,0.2637,0.3224,48.34
Dwarka,0,0.38,0.6,0.7,4525.83,0.2241,55,0.182,0.3179,48.08
Janakpuri,0,0.3,0.4,0.68,4404.88,0.2152,69,0.0707,0.2935,46.61
Shahdara,0,0.4,0.65,0.72,3932.94,0.1802,18,0.3374,0.3411,49.47
Mayur Vihar,1,0.35,0.55,0.7,5962.83,0.3306,97,0.0402,0.2433,43.6
Gurugram Sector 29,0,0.28,0.5,0.68,3642.97,0.1587,18,0.0294,0.2207,42.24
Karol Bagh,0,0.33,0.42,0.72,1943.8,0.0329,104,0.1286,0.2184,42.1
Saket,0,0.25,0.35,0.65,5348.0,0.285,29,0.11,0.2849,46.09
Shahdara,0,0.4,0.65,0.72,2685.16,0.0878,44,0.1158,0.2612,44.67
Janakpuri,0,0.3,0.4,0.68,2075.32,0.0426,27,0.0115,0.199,40.94
Karol Bagh,0,0.33,0.42,0.72,2413.61,0.0677,57,0.2915,0.225,42.5
Dwarka,0,0.38,0.6,0.7,4636.27,0.2323,1,0.0,0.2933,46.6
Noida Sector 18,0,0.3,0.45,0.7,3834.29,0.1729,18,0.295,0.2559,44.35
Lajpat Nagar,1,0.32,0.45,0.68,1500.0,0.0,55,0.3681,0.1611,38.67
Karol Bagh,0,0.33,0.42,0.72,3321.5,0.1349,73,0.1528,0.2883,46.3
Saket,0,0.25,0.35,0.65,7220.04,0.4237,101,0.1135,0.375,51.5
Saket,0,0.25,0.35,0.65,3211.05,0.1267,88,0.2416,0.2149,41.89
Shahdara,0,0.4,0.65,0.72,3704.34,0.1633,96,0.1199,0.3026,47.16
Janakpuri,0,0.3,0.4,0.68,6778.4,0.391,84,0.3994,0.3904,52.42
Karol Bagh,1,0.33,0.42,0.72,5989.39,0.3325,81,0.0925,0.2251,42.51
Shahdara,0,0.4,0.65,0.72,6706.79,0.3857,36,0.091,0.4159,53.96
Shahdara,1,0.4,0.65,0.72,1500.0,0.0,95,0.6039,0.2142,41.85
Lajpat Nagar,0,0.32,0.45,0.68,9573.57,0.598,101,0.2573,0.5257,60.54
Connaught Place,0,0.28,0.3,0.7,5531.42,0.2986,54,0.1901,0.3261,48.57
Saket,0,0.25,0.35,0.65,13776.76,0.9094,13,0.0905,0.6373,67.24
Vasant Kunj,0,0.22,0.3,0.65,2721.22,0.0905,5,0.1241,0.2128,41.77
Vasant Kunj,0,0.22,0.3,0.65,1666.16,0.0123,52,0.0977,0.1653,38.92
Noida Sector 18,1,0.3,0.45,0.7,4038.42,0.188,67,0.1776,0.2061,41.37
Noida Sector 18,1,0.3,0.45,0.7,3506.29,0.1486,58,0.1627,0.195,40.7
Saket,1,0.25,0.35,0.65,5579.37,0.3022,94,0.1188,0.1984,40.91
Rohini,0,0.35,0.5,0.72,6887.5,0.3991,56,0.1379,0.3969,52.82
Connaught Place,1,0.28,0.3,0.7,3852.02,0.1742,69,0.0274,0.1779,39.67
Saket,0,0.25,0.35,0.65,3567.59,0.1532,79,0.1675,0.2227,42.36
Dwarka,1,0.38,0.6,0.7,5225.78,0.276,94,0.2036,0.2464,43.78
Rohini,1,0.35,0.5,0.72,3539.84,0.1511,64,0.4363,0.2489,43.93
Dwarka,1,0.38,0.6,0.7,3394.83,0.1404,58,0.1879,0.2236,42.41
Connaught Place,1,0.28,0.3,0.7,6758.58,0.3895,9,0.1663,0.2864,46.18
Noida Sector 18,1,0.3,0.45,0.7,7554.43,0.4485,67,0.0153,0.3023,47.14
Vasant Kunj,0,0.22,0.3,0.65,6918.7,0.4014,19,0.0453,0.3541,50.25
Gurugram Sector 29,1,0.28,0.5,0.68,3699.25,0.1629,39,0.3601,0.2293,42.76
Janakpuri,0,0.3,0.4,0.68,1500.0,0.0,56,0.1224,0.1526,38.16
Janakpuri,1,0.3,0.4,0.68,3736.47,0.1657,9,0.153,0.1815,39.89
Dwarka,1,0.38,0.6,0.7,2754.55,0.0929,73,0.2838,0.2005,41.03
Lajpat Nagar,0,0.32,0.45,0.68,3771.16,0.1682,30,0.2119,0.2515,44.09
Noida Sector 18,0,0.3,0.45,0.7,2876.86,0.102,54,0.106,0.2594,44.56
Shahdara,0,0.4,0.65,0.72,3982.36,0.1839,37,0.128,0.3191,48.14
Connaught Place,0,0.28,0.3,0.7,2393.14,0.0662,37,0.1627,0.1945,40.67
Saket,0,0.25,0.35,0.65,2121.0,0.046,41,0.0895,0.1403,37.42
Dwarka,1,0.38,0.6,0.7,7415.63,0.4382,6,0.1267,0.3369,49.21
Rohini,0,0.35,0.5,0.72,2477.91,0.0724,21,0.0501,0.214,41.84
Gurugram Sector 29,1,0.28,0.5,0.68,4024.54,0.187,82,0.2003,0.2278,42.67
Shahdara,0,0.4,0.65,0.72,6485.07,0.3693,13,0.2081,0.4052,53.31
Noida Sector 18,0,0.3,0.45,0.7,6355.98,0.3597,52,0.3476,0.4037,53.22
Gurugram Sector 29,0,0.28,0.5,0.68,5987.47,0.3324,15,0.0359,0.3536,50.22
Vasant Kunj,1,0.22,0.3,0.65,4681.78,0.2357,57,0.1359,0.1827,39.96
Mayur Vihar,0,0.35,0.55,0.7,5779.09,0.317,67,0.1775,0.3921,52.53
Noida Sector 18,0,0.3,0.45,0.7,7994.78,0.4811,49,0.1256,0.4386,55.31
Karol Bagh,0,0.33,0.42,0.72,4976.65,0.2575,81,0.1019,0.3137,47.82
Janakpuri,1,0.3,0.4,0.68,1605.83,0.0078,28,0.1335,0.1135,35.81
Vasant Kunj,0,0.22,0.3,0.65,3089.4,0.1177,59,0.1864,0.215,41.9
Mayur Vihar,1,0.35,0.55,0.7,5699.79,0.3111,29,0.0793,0.2642,44.85
Noida Sector 18,1,0.3,0.45,0.7,2940.84,0.1067,53,0.1752,0.1758,39.55
Karol Bagh,1,0.33,0.42,0.72,9045.77,0.5589,7,0.2318,0.3518,50.11
Shahdara,0,0.4,0.65,0.72,3898.75,0.1777,28,0.0302,0.3048,47.29
Gurugram Sector 29,0,0.28,0.5,0.68,4199.1,0.1999,74,0.1172,0.2594,44.56
Dwarka,0,0.38,0.6,0.7,7061.21,0.4119,81,0.0253,0.3792,51.75
Vasant Kunj,0,0.22,0.3,0.65,3672.31,0.1609,29,0.277,0.1952,40.71
Noida Sector 18,1,0.3,0.45,0.7,4394.63,0.2144,27,0.2145,0.2229,42.37
Mayur Vihar,0,0.35,0.55,0.7,6307.92,0.3561,32,0.1694,0.334,49.04
Janakpuri,0,0.3,0.4,0.68,1927.28,0.0317,30,0.2842,0.2128,41.77
Karol Bagh,0,0.33,0.42,0.72,3488.93,0.1473,104,0.2261,0.2714,45.28
Connaught Place,0,0.28,0.3,0.7,6091.06,0.3401,68,0.1995,0.3199,48.2
Lajpat Nagar,0,0.32,0.45,0.68,4158.04,0.1969,41,0.3226,0.3167,48.0
Shahdara,1,0.4,0.65,0.72,8380.53,0.5097,49,0.0296,0.3496,49.97
Gurugram Sector 29,0,0.28,0.5,0.68,1829.94,0.0244,54,0.3497,0.2206,42.23
Mayur Vihar,1,0.35,0.55,0.7,1728.48,0.0169,58,0.1612,0.1297,36.78
Janakpuri,1,0.3,0.4,0.68,5912.61,0.3269,41,0.336,0.2296,42.78
Noida Sector 18,0,0.3,0.45,0.7,6203.72,0.3484,102,0.3958,0.3716,51.3
Shahdara,0,0.4,0.65,0.72,3653.26,0.1595,31,0.1916,0.3209,48.25
Vasant Kunj,0,0.22,0.3,0.65,4915.74,0.253,45,0.0597,0.273,45.38
Noida Sector 18,0,0.3,0.45,0.7,5840.69,0.3215,1,0.0,0.3197,48.18
Janakpuri,0,0.3,0.4,0.68,2678.65,0.0873,52,0.0381,0.2064,41.38
Vasant Kunj,1,0.22,0.3,0.65,2825.88,0.0982,89,0.3727,0.1677,39.06
Lajpat Nagar,1,0.32,0.45,0.68,4424.28,0.2166,104,0.2839,0.2247,42.48
Vasant Kunj,0,0.22,0.3,0.65,6323.6,0.3573,50,0.1015,0.322,48.32
Lajpat Nagar,0,0.32,0.45,0.68,2246.26,0.0553,15,0.1616,0.1867,40.2
Dwarka,0,0.38,0.6,0.7,3644.69,0.1589,75,0.1019,0.2575,44.45
Mayur Vihar,1,0.35,0.55,0.7,3561.3,0.1527,67,0.1596,0.2018,41.11
Gurugram Sector 29,0,0.28,0.5,0.68,4959.1,0.2562,100,0.3765,0.3463,49.78
Vasant Kunj,1,0.22,0.3,0.65,4006.41,0.1857,53,0.1425,0.1608,38.65
Gurugram Sector 29,1,0.28,0.5,0.68,3062.72,0.1158,1,0.0,0.1769,39.62
Noida Sector 18,0,0.3,0.45,0.7,7512.19,0.4453,94,0.0166,0.3663,50.98
Saket,0,0.25,0.35,0.65,3072.88,0.1165,71,0.3039,0.212,41.72
Connaught Place,0,0.28,0.3,0.7,3477.09,0.1465,84,0.2209,0.2362,43.17
Lajpat Nagar,1,0.32,0.45,0.68,1815.75,0.0234,13,0.1415,0.1335,37.01
Dwarka,0,0.38,0.6,0.7,2816.32,0.0975,48,0.4095,0.2807,45.84
Connaught Place,1,0.28,0.3,0.7,5208.45,0.2747,48,0.2727,0.1863,40.18
Shahdara,1,0.4,0.65,0.72,4723.48,0.2388,28,0.0882,0.2689,45.13
Mayur Vihar,1,0.35,0.55,0.7,5430.35,0.2911,89,0.1205,0.2571,44.42
Vasant Kunj,0,0.22,0.3,0.65,5300.15,0.2815,20,0.1617,0.2595,44.57
Janakpuri,0,0.3,0.4,0.68,11428.4,0.7354,8,0.0208,0.5604,62.63
Karol Bagh,1,0.33,0.42,0.72,2768.53,0.094,25,0.1944,0.1617,38.7
Vasant Kunj,0,0.22,0.3,0.65,1790.57,0.0215,103,0.3721,0.1592,38.55
Karol Bagh,1,0.33,0.42,0.72,2379.69,0.0652,12,0.0354,0.1364,37.18
Janakpuri,0,0.3,0.4,0.68,2830.4,0.0985,61,0.3392,0.2593,44.56
Dwarka,0,0.38,0.6,0.7,2472.13,0.072,20,0.2438,0.2901,46.4
Vasant Kunj,1,0.22,0.3,0.65,4216.79,0.2012,42,0.1882,0.2007,41.04
Rohini,0,0.35,0.5,0.72,7527.57,0.4465,58,0.1399,0.4447,55.68
Saket,0,0.25,0.35,0.65,8689.14,0.5325,3,0.0,0.3893,52.36
Connaught Place,0,0.28,0.3,0.7,5177.9,0.2724,26,0.0885,0.3145,47.87
Mayur Vihar,0,0.35,0.55,0.7,11738.58,0.7584,62,0.1659,0.5794,63.76
Noida Sector 18,1,0.3,0.45,0.7,3367.12,0.1383,2,0.0,0.1506,38.04
Lajpat Nagar,0,0.32,0.45,0.68,1778.88,0.0207,52,0.0446,0.1718,39.31
Rohini,0,0.35,0.5,0.72,6813.01,0.3936,63,0.2129,0.4056,53.34
Shahdara,0,0.4,0.65,0.72,1604.72,0.0078,23,0.4504,0.2495,43.97
Shahdara,1,0.4,0.65,0.72,2758.65,0.0932,17,0.1047,0.2051,41.31
Mayur Vihar,0,0.35,0.55,0.7,5218.97,0.2755,52,0.296,0.3656,50.93
Dwarka,1,0.38,0.6,0.7,3823.07,0.1721,75,0.1524,0.2329,42.97
Vasant Kunj,1,0.22,0.3,0.65,3657.46,0.1598,2,0.0,0.1609,38.65
Janakpuri,0,0.3,0.4,0.68,2229.66,0.054,36,0.3823,0.2157,41.94
Mayur Vihar,1,0.35,0.55,0.7,4002.2,0.1853,104,0.1517,0.2106,41.64
Rohini,1,0.35,0.5,0.72,6646.4,0.3812,35,0.056,0.2609,44.65
Connaught Place,0,0.28,0.3,0.7,4064.25,0.1899,35,0.3923,0.2684,45.11
Connaught Place,0,0.28,0.3,0.7,2656.82,0.0857,77,0.5119,0.2193,42.16
Saket,1,0.25,0.35,0.65,2156.48,0.0486,50,0.3803,0.1462,37.77
Vasant Kunj,1,0.22,0.3,0.65,2684.37,0.0877,41,0.143,0.1037,35.22
Connaught Place,1,0.28,0.3,0.7,4895.97,0.2516,82,0.1563,0.1853,40.12
Saket,1,0.25,0.35,0.65,4778.11,0.2428,4,0.0,0.2,41.0
Lajpat Nagar,0,0.32,0.45,0.68,2696.6,0.0886,75,0.2457,0.2017,41.1
Vasant Kunj,1,0.22,0.3,0.65,1500.0,0.0,40,0.2535,0.1073,35.44
Gurugram Sector 29,1,0.28,0.5,0.68,4964.19,0.2566,93,0.0835,0.2138,41.83
Mayur Vihar,0,0.35,0.55,0.7,2568.68,0.0792,76,0.1346,0.2227,42.36
Gurugram Sector 29,0,0.28,0.5,0.68,5679.0,0.3096,98,0.191,0.3406,49.44
Noida Sector 18,0,0.3,0.45,0.7,2757.13,0.0931,14,0.0286,0.2125,41.75
Mayur Vihar,1,0.35,0.55,0.7,2455.41,0.0708,20,0.1843,0.1892,40.35
Connaught Place,0,0.28,0.3,0.7,4344.15,0.2107,94,0.1139,0.2307,42.84
Karol Bagh,1,0.33,0.42,0.72,13080.13,0.8578,41,0.3573,0.459,56.54
Gurugram Sector 29,0,0.28,0.5,0.68,5851.86,0.3224,85,0.4741,0.396,52.76
Gurugram Sector 29,0,0.28,0.5,0.68,4307.49,0.208,72,0.0805,0.2725,45.35
Saket,1,0.25,0.35,0.65,4814.68,0.2455,52,0.2379,0.2167,42.0
Mayur Vihar,0,0.35,0.55,0.7,1676.46,0.0131,5,0.0598,0.1901,40.4
Saket,1,0.25,0.35,0.65,2295.78,0.0589,8,0.124,0.1395,37.37
Connaught Place,0,0.28,0.3,0.7,1500.0,0.0,75,0.1766,0.1039,35.23
Karol Bagh,1,0.33,0.42,0.72,9556.12,0.5967,11,0.1028,0.3725,51.35
Rohini,0,0.35,0.5,0.72,8635.98,0.5286,1,0.0,0.4362,55.17
Lajpat Nagar,1,0.32,0.45,0.68,4897.15,0.2516,23,0.0935,0.2068,41.41
Noida Sector 18,1,0.3,0.45,0.7,4305.11,0.2078,96,0.0681,0.189,40.34
Rohini,0,0.35,0.5,0.72,1852.34,0.0261,66,0.5034,0.2391,43.35
Karol Bagh,0,0.33,0.42,0.72,3605.98,0.156,75,0.1732,0.2581,44.49
Janakpuri,0,0.3,0.4,0.68,9859.55,0.6192,68,0.2881,0.4952,58.71
Connaught Place,0,0.28,0.3,0.7,4297.15,0.2072,59,0.0509,0.2208,42.25
Vasant Kunj,1,0.22,0.3,0.65,3034.12,0.1136,27,0.1777,0.1601,38.61
Shahdara,0,0.4,0.65,0.72,1670.64,0.0126,45,0.032,0.2125,41.75
Dwarka,0,0.38,0.6,0.7,8023.68,0.4832,57,0.3858,0.4697,57.18
Gurugram Sector 29,0,0.28,0.5,0.68,3885.31,0.1767,103,0.3057,0.2794,45.76
Shahdara,0,0.4,0.65,0.72,1671.76,0.0127,94,0.0441,0.2375,43.25
Connaught Place,1,0.28,0.3,0.7,2534.79,0.0767,77,0.1465,0.1412,37.47
Mayur Vihar,0,0.35,0.55,0.7,2124.37,0.0462,85,0.1736,0.2171,42.03
Saket,1,0.25,0.35,0.65,3767.35,0.168,84,0.0603,0.1639,38.83
Gurugram Sector 29,1,0.28,0.5,0.68,4463.42,0.2195,70,0.1624,0.2365,43.19
Karol Bagh,0,0.33,0.42,0.72,3128.76,0.1206,86,0.4399,0.2904,46.43
Noida Sector 18,0,0.3,0.45,0.7,5934.41,0.3285,8,0.1604,0.3501,50.01
Gurugram Sector 29,0,0.28,0.5,0.68,4185.58,0.1989,3,0.0,0.2674,45.05
Dwarka,0,0.38,0.6,0.7,6844.2,0.3959,47,0.216,0.4668,57.01
Rohini,0,0.35,0.5,0.72,3365.74,0.1382,6,0.1894,0.2783,45.7
Saket,1,0.25,0.35,0.65,15000.0,1.0,36,0.0333,0.4815,57.89
Karol Bagh,1,0.33,0.42,0.72,3034.36,0.1137,21,0.0715,0.1687,39.12
Shahdara,0,0.4,0.65,0.72,2561.47,0.0786,100,0.1621,0.2762,45.57
Saket,1,0.25,0.35,0.65,2408.72,0.0673,69,0.1243,0.0901,34.41
Mayur Vihar,0,0.35,0.55,0.7,3621.09,0.1571,5,0.4957,0.3362,49.17
Karol Bagh,1,0.33,0.42,0.72,1703.15,0.015,65,0.2731,0.1308,36.85
Karol Bagh,0,0.33,0.42,0.72,4662.38,0.2343,77,0.0687,0.2746,45.48
Dwarka,1,0.38,0.6,0.7,1552.08,0.0039,34,0.4265,0.1632,38.79
Gurugram Sector 29,1,0.28,0.5,0.68,4362.65,0.212,92,0.2801,0.2132,41.79
Noida Sector 18,1,0.3,0.45,0.7,2047.5,0.0406,102,0.0181,0.1333,37.0
Janakpuri,1,0.3,0.4,0.68,3325.43,0.1352,102,0.1676,0.1921,40.53
Saket,0,0.25,0.35,0.65,5444.0,0.2921,10,0.4439,0.3512,50.07
Lajpat Nagar,1,0.32,0.45,0.68,12733.85,0.8321,47,0.0544,0.4694,57.16
Dwarka,0,0.38,0.6,0.7,2347.25,0.0628,81,0.1417,0.2486,43.92
Shahdara,1,0.4,0.65,0.72,3732.53,0.1654,47,0.44,0.2519,44.11
Karol Bagh,0,0.33,0.42,0.72,2802.09,0.0965,51,0.2731,0.2561,44.37
Karol Bagh,0,0.33,0.42,0.72,2604.68,0.0818,35,0.1137,0.2002,41.01
Rohini,0,0.35,0.5,0.72,2814.43,0.0974,44,0.0878,0.2191,42.15
Gurugram Sector 29,0,0.28,0.5,0.68,6075.58,0.3389,73,0.4863,0.3758,51.55
Lajpat Nagar,1,0.32,0.45,0.68,3152.57,0.1224,3,0.0,0.1695,39.17
Gurugram Sector 29,1,0.28,0.5,0.68,12390.14,0.8067,84,0.3599,0.4222,54.33
Saket,1,0.25,0.35,0.65,4954.19,0.2559,76,0.1517,0.2246,42.48
Janakpuri,0,0.3,0.4,0.68,2428.42,0.0688,15,0.2844,0.2216,42.3
Gurugram Sector 29,1,0.28,0.5,0.68,3349.77,0.137,81,0.2335,0.2046,41.28
Janakpuri,0,0.3,0.4,0.68,2694.79,0.0885,55,0.1751,0.1844,40.06
Mayur Vihar,0,0.35,0.55,0.7,6003.12,0.3336,34,0.1483,0.3558,50.35
Shahdara,1,0.4,0.65,0.72,1773.32,0.0202,48,0.3925,0.1864,40.19
Vasant Kunj,0,0.22,0.3,0.65,2058.07,0.0413,54,0.3952,0.1776,39.66
Noida Sector 18,0,0.3,0.45,0.7,2993.58,0.1106,22,0.0452,0.2217,42.3
Dwarka,0,0.38,0.6,0.7,5661.67,0.3083,64,0.3825,0.4108,53.65
Mayur Vihar,0,0.35,0.55,0.7,7454.18,0.4411,66,0.1801,0.428,54.68
Saket,1,0.25,0.35,0.65,8024.63,0.4833,39,0.2081,0.287,46.22
Shahdara,0,0.4,0.65,0.72,5244.32,0.2774,48,0.2184,0.4178,54.07
Lajpat Nagar,0,0.32,0.45,0.68,3860.51,0.1749,65,0.1575,0.2634,44.8
Lajpat Nagar,0,0.32,0.45,0.68,5986.8,0.3324,53,0.1533,0.3289,48.73
Shahdara,0,0.4,0.65,0.72,2270.49,0.0571,46,0.0188,0.2062,41.37
Rohini,1,0.35,0.5,0.72,1599.86,0.0074,100,0.3485,0.166,38.96
Vasant Kunj,1,0.22,0.3,0.65,5005.63,0.2597,92,0.1005,0.2064,41.38
Karol Bagh,1,0.33,0.42,0.72,2433.68,0.0692,40,0.268,0.1527,38.16
Gurugram Sector 29,1,0.28,0.5,0.68,3894.6,0.1774,75,0.1417,0.2103,41.62
Gurugram Sector 29,0,0.28,0.5,0.68,4271.9,0.2053,85,0.0287,0.2722,45.33
Noida Sector 18,1,0.3,0.45,0.7,4555.36,0.2263,12,0.3194,0.2041,41.25
Connaught Place,0,0.28,0.3,0.7,6431.07,0.3653,62,0.2615,0.3573,50.44
Saket,0,0.25,0.35,0.65,6099.96,0.3407,84,0.1124,0.3113,47.68
Janakpuri,1,0.3,0.4,0.68,4435.96,0.2175,6,0.2053,0.1956,40.73
Karol Bagh,0,0.33,0.42,0.72,3225.98,0.1279,36,0.5317,0.3012,47.07
Rohini,1,0.35,0.5,0.72,4246.63,0.2035,83,0.0475,0.2297,42.78
Janakpuri,1,0.3,0.4,0.68,2986.61,0.1101,98,0.249,0.1583,38.5
Saket,1,0.25,0.35,0.65,3647.46,0.1591,104,0.0649,0.1702,39.21
Lajpat Nagar,0,0.32,0.45,0.68,14899.56,0.9926,63,0.0119,0.667,69.02
Lajpat Nagar,0,0.32,0.45,0.68,4407.64,0.2154,5,0.0867,0.2805,45.83
Saket,1,0.25,0.35,0.65,5039.8,0.2622,3,0.0,0.1918,40.51
Connaught Place,0,0.28,0.3,0.7,2827.82,0.0984,85,0.3701,0.2192,42.15
Connaught Place,0,0.28,0.3,0.7,6701.17,0.3853,77,0.1123,0.3586,50.52
Saket,1,0.25,0.35,0.65,5884.85,0.3248,21,0.1508,0.2405,43.43
Rohini,1,0.35,0.5,0.72,5905.72,0.3263,14,0.1492,0.2404,43.42
Shahdara,1,0.4,0.65,0.72,4480.3,0.2208,16,0.1729,0.2237,42.42
Connaught Place,0,0.28,0.3,0.7,6748.63,0.3888,92,0.3346,0.3267,48.6
Dwarka,0,0.38,0.6,0.7,7599.54,0.4518,80,0.0455,0.4043,53.26
Janakpuri,0,0.3,0.4,0.68,4635.73,0.2323,99,0.2944,0.2845,46.07
Vasant Kunj,0,0.22,0.3,0.65,3799.76,0.1704,12,0.2854,0.2262,42.57
Noida Sector 18,0,0.3,0.45,0.7,6293.58,0.3551,73,0.3198,0.3707,51.24
Karol Bagh,0,0.33,0.42,0.72,2560.45,0.0786,97,0.2979,0.2334,43.0
Saket,0,0.25,0.35,0.65,2810.23,0.0971,56,0.0335,0.1859,40.15
Janakpuri,0,0.3,0.4,0.68,3918.05,0.1791,81,0.2463,0.2911,46.46
Janakpuri,0,0.3,0.4,0.68,1684.66,0.0137,63,0.2955,0.1569,38.41
Karol Bagh,0,0.33,0.42,0.72,6086.31,0.3397,1,0.0,0.3415,49.49
Vasant Kunj,0,0.22,0.3,0.65,2486.28,0.0731,45,0.0197,0.1666,39.0
Vasant Kunj,1,0.22,0.3,0.65,3178.79,0.1244,28,0.0554,0.123,36.38
Mayur Vihar,0,0.35,0.55,0.7,3616.86,0.1568,9,0.0999,0.2866,46.19
Shahdara,1,0.4,0.65,0.72,4103.7,0.1929,62,0.5059,0.276,45.56
Shahdara,0,0.4,0.65,0.72,3388.6,0.1399,97,0.3675,0.3193,48.16
Vasant Kunj,0,0.22,0.3,0.65,3890.58,0.1771,6,0.2805,0.1897,40.38
Dwarka,0,0.38,0.6,0.7,3905.68,0.1782,35,0.1737,0.3267,48.6
Saket,0,0.25,0.35,0.65,3217.9,0.1273,70,0.3288,0.236,43.16
Karol Bagh,0,0.33,0.42,0.72,2733.68,0.0914,33,0.3131,0.2501,44.0
Saket,1,0.25,0.35,0.65,6910.08,0.4007,13,0.2493,0.2194,42.16
Rohini,1,0.35,0.5,0.72,1500.0,0.0,20,0.4669,0.1628,38.77
Shahdara,0,0.4,0.65,0.72,3630.56,0.1578,3,0.0,0.2637,44.82
Dwarka,0,0.38,0.6,0.7,3182.91,0.1247,104,0.3491,0.3241,48.45
Karol Bagh,1,0.33,0.42,0.72,4961.16,0.2564,52,0.162,0.2155,41.93
Karol Bagh,0,0.33,0.42,0.72,1944.68,0.0329,99,0.5713,0.2682,45.09
Dwarka,0,0.38,0.6,0.7,3134.13,0.121,72,0.5801,0.3386,49.32
Shahdara,1,0.4,0.65,0.72,3823.11,0.1721,37,0.1168,0.2367,43.2
Vasant Kunj,0,0.22,0.3,0.65,6870.81,0.3978,99,0.0184,0.345,49.7
Gurugram Sector 29,1,0.28,0.5,0.68,4750.91,0.2408,28,0.3352,0.225,42.5
Rohini,0,0.35,0.5,0.72,2226.66,0.0538,19,0.2751,0.2201,42.21
Noida Sector 18,0,0.3,0.45,0.7,3153.48,0.1225,84,0.0632,0.2485,43.91
Noida Sector 18,0,0.3,0.45,0.7,6266.83,0.3531,58,0.0368,0.3239,48.44
Noida Sector 18,1,0.3,0.45,0.7,2207.49,0.0524,44,0.179,0.1351,37.1
Connaught Place,0,0.28,0.3,0.7,3868.72,0.1755,62,0.1219,0.2295,42.77
Dwarka,1,0.38,0.6,0.7,4005.56,0.1856,101,0.1871,0.2212,42.27
Karol Bagh,1,0.33,0.42,0.72,3317.97,0.1347,30,0.3444,0.2281,42.68
Rohini,1,0.35,0.5,0.72,15000.0,1.0,94,0.0192,0.5238,60.43
Dwarka,0,0.38,0.6,0.7,3273.56,0.1314,95,0.0108,0.2562,44.37
Dwarka,0,0.38,0.6,0.7,5038.6,0.2621,79,0.1539,0.3274,48.65
